id,date,store_nbr,item_nbr,unit_sales
1199774,1/31/2013,39,660321,43
1221428,2/1/2013,9,660312,17
1221432,2/1/2013,9,660321,26
1223060,2/1/2013,11,660312,49
1223064,2/1/2013,11,660321,8
1228133,2/1/2013,18,660312,18
1228137,2/1/2013,18,660321,11
1232440,2/1/2013,26,660312,37
1234215,2/1/2013,28,660312,39
1235652,2/1/2013,31,660312,19
1235655,2/1/2013,31,660321,6
1237797,2/1/2013,34,660312,20
1237801,2/1/2013,34,660321,11
1241469,2/1/2013,39,660312,10
1241472,2/1/2013,39,660321,42
1264246,2/2/2013,9,660312,40
1264250,2/2/2013,9,660321,27
1266020,2/2/2013,11,660312,66
1266024,2/2/2013,11,660321,18
1271603,2/2/2013,18,660312,23
1271607,2/2/2013,18,660321,11
1276276,2/2/2013,26,660312,49
1278226,2/2/2013,28,660312,47
1279852,2/2/2013,31,660312,34
1282201,2/2/2013,34,660312,9
1282205,2/2/2013,34,660321,1
1286087,2/2/2013,39,660312,11
1286090,2/2/2013,39,660321,46
1308882,2/3/2013,9,660312,39
1308886,2/3/2013,9,660321,30
1310620,2/3/2013,11,660312,65
1310624,2/3/2013,11,660321,4
1315897,2/3/2013,18,660312,29
1315901,2/3/2013,18,660321,11
1320351,2/3/2013,26,660312,70
1322312,2/3/2013,28,660312,44
1323868,2/3/2013,31,660312,20
1326103,2/3/2013,34,660312,16
1329799,2/3/2013,39,660312,32
1329802,2/3/2013,39,660321,50
1352294,2/4/2013,9,660312,18
1352297,2/4/2013,9,660321,24
1353898,2/4/2013,11,660312,56
1353902,2/4/2013,11,660321,8
1359061,2/4/2013,18,660312,19
1359065,2/4/2013,18,660321,9
1363338,2/4/2013,26,660312,33
1365011,2/4/2013,28,660312,36
1366372,2/4/2013,31,660312,18
1368481,2/4/2013,34,660312,20
1372015,2/4/2013,39,660312,8
1372018,2/4/2013,39,660321,45
1393718,2/5/2013,9,660312,20
1393722,2/5/2013,9,660321,21
1395380,2/5/2013,11,660312,50
1395384,2/5/2013,11,660321,15
1400479,2/5/2013,18,660312,17
1400483,2/5/2013,18,660321,9
1404719,2/5/2013,26,660312,39
1406358,2/5/2013,28,660312,30
1407739,2/5/2013,31,660312,10
1409822,2/5/2013,34,660312,7
1409826,2/5/2013,34,660321,1
1413287,2/5/2013,39,660312,23
1413290,2/5/2013,39,660321,34
1434941,2/6/2013,9,660312,6
1434944,2/6/2013,9,660321,2
1436561,2/6/2013,11,660312,53
1436565,2/6/2013,11,660321,10
1441486,2/6/2013,18,660312,20
1441490,2/6/2013,18,660321,7
1445849,2/6/2013,26,660312,34
1447440,2/6/2013,28,660312,47
1448755,2/6/2013,31,660312,17
1450757,2/6/2013,34,660312,2
1450760,2/6/2013,34,660321,29
1454234,2/6/2013,39,660312,14
1454237,2/6/2013,39,660321,52
1475654,2/7/2013,9,660312,19
1475658,2/7/2013,9,660321,3
1477247,2/7/2013,11,660312,58
1477251,2/7/2013,11,660321,8
1482159,2/7/2013,18,660312,20
1482163,2/7/2013,18,660321,8
1486427,2/7/2013,26,660312,25
1487971,2/7/2013,28,660312,30
1489305,2/7/2013,31,660312,23
1491359,2/7/2013,34,660312,15
1491363,2/7/2013,34,660321,34
1494869,2/7/2013,39,660312,11
1494871,2/7/2013,39,660321,44
1516385,2/8/2013,9,660312,18
1516389,2/8/2013,9,660321,2
1517976,2/8/2013,11,660312,50
1517980,2/8/2013,11,660321,9
1522920,2/8/2013,18,660312,19
1522924,2/8/2013,18,660321,7
1527363,2/8/2013,26,660312,16
1528982,2/8/2013,28,660312,20
1530343,2/8/2013,31,660312,28
1532442,2/8/2013,34,660312,14
1532445,2/8/2013,34,660321,36
1536120,2/8/2013,39,660312,10
1536123,2/8/2013,39,660321,23
1558177,2/9/2013,9,660312,18
1558181,2/9/2013,9,660321,13
1559906,2/9/2013,11,660312,48
1559910,2/9/2013,11,660321,9
1565285,2/9/2013,18,660312,25
1565289,2/9/2013,18,660321,12
1569883,2/9/2013,26,660312,40
1571785,2/9/2013,28,660312,31
1573320,2/9/2013,31,660312,20
1575571,2/9/2013,34,660312,20
1575575,2/9/2013,34,660321,14
1579417,2/9/2013,39,660312,20
1579420,2/9/2013,39,660321,43
1600920,2/10/2013,9,660312,20
1600924,2/10/2013,9,660321,4
1602563,2/10/2013,11,660312,61
1602567,2/10/2013,11,660321,11
1607446,2/10/2013,18,660312,19
1607450,2/10/2013,18,660321,3
1611434,2/10/2013,26,660312,49
1613176,2/10/2013,28,660312,20
1614545,2/10/2013,31,660312,30
1614548,2/10/2013,31,660321,2
1616566,2/10/2013,34,660312,5
1616570,2/10/2013,34,660321,44
1619875,2/10/2013,39,660312,15
1619878,2/10/2013,39,660321,9
1640715,2/11/2013,9,660312,19
1642269,2/11/2013,11,660312,50
1642273,2/11/2013,11,660321,10
1646996,2/11/2013,18,660312,17
1647000,2/11/2013,18,660321,1
1651053,2/11/2013,26,660312,36
1652708,2/11/2013,28,660312,2
1653933,2/11/2013,31,660312,29
1655734,2/11/2013,34,660312,7
1655738,2/11/2013,34,660321,33
1658738,2/11/2013,39,660312,21
1658739,2/11/2013,39,660321,17
1679538,2/12/2013,9,660312,20
1679542,2/12/2013,9,660321,1
1681146,2/12/2013,11,660312,42
1681150,2/12/2013,11,660321,4
1685949,2/12/2013,18,660312,20
1690049,2/12/2013,26,660312,26
1691816,2/12/2013,28,660312,30
1693170,2/12/2013,31,660312,19
1693173,2/12/2013,31,660321,1
1695044,2/12/2013,34,660312,3
1695047,2/12/2013,34,660321,33
1698316,2/12/2013,39,660312,19
1720025,2/13/2013,9,660312,20
1720028,2/13/2013,9,660321,2
1721530,2/13/2013,11,660312,49
1721534,2/13/2013,11,660321,10
1726483,2/13/2013,18,660312,27
1730778,2/13/2013,26,660312,46
1732511,2/13/2013,28,660312,33
1733918,2/13/2013,31,660312,20
1735979,2/13/2013,34,660312,6
1735982,2/13/2013,34,660321,10
1739576,2/13/2013,39,660312,10
1739580,2/13/2013,39,660321,71
1761191,2/14/2013,9,660312,19
1761194,2/14/2013,9,660321,4
1762746,2/14/2013,11,660312,55
1762750,2/14/2013,11,660321,11
1767714,2/14/2013,18,660312,18
1771806,2/14/2013,26,660312,25
1773398,2/14/2013,28,660312,18
1774769,2/14/2013,31,660312,24
1776822,2/14/2013,34,660312,3
1776826,2/14/2013,34,660321,38
1780245,2/14/2013,39,660312,14
1780247,2/14/2013,39,660321,54
1801766,2/15/2013,9,660312,19
1803312,2/15/2013,11,660312,59
1803316,2/15/2013,11,660321,9
1808235,2/15/2013,18,660312,11
1808239,2/15/2013,18,660321,13
1812440,2/15/2013,26,660312,22
1814143,2/15/2013,28,660312,15
1815544,2/15/2013,31,660312,20
1815547,2/15/2013,31,660321,2
1817653,2/15/2013,34,660321,5
1821163,2/15/2013,39,660312,15
1821166,2/15/2013,39,660321,47
1843337,2/16/2013,9,660312,20
1843341,2/16/2013,9,660321,29
1845044,2/16/2013,11,660312,52
1845048,2/16/2013,11,660321,9
1850400,2/16/2013,18,660312,28
1850404,2/16/2013,18,660321,11
1854863,2/16/2013,26,660312,37
1856786,2/16/2013,28,660312,44
1858331,2/16/2013,31,660312,32
1858334,2/16/2013,31,660321,7
1860592,2/16/2013,34,660312,6
1864340,2/16/2013,39,660312,16
1864343,2/16/2013,39,660321,16
1886614,2/17/2013,9,660312,20
1886618,2/17/2013,9,660321,25
1888271,2/17/2013,11,660312,45
1888275,2/17/2013,11,660321,10
1893405,2/17/2013,18,660312,14
1893409,2/17/2013,18,660321,7
1897469,2/17/2013,26,660312,37
1897472,2/17/2013,26,660321,2
1899346,2/17/2013,28,660312,31
1900737,2/17/2013,31,660312,19
1900740,2/17/2013,31,660321,11
1902821,2/17/2013,34,660312,10
1906435,2/17/2013,39,660312,19
1906438,2/17/2013,39,660321,30
1928530,2/18/2013,9,660312,18
1928532,2/18/2013,9,660321,22
1930143,2/18/2013,11,660312,51
1930147,2/18/2013,11,660321,8
1935214,2/18/2013,18,660312,20
1935218,2/18/2013,18,660321,7
1939405,2/18/2013,26,660312,34
1941118,2/18/2013,28,660312,23
1942545,2/18/2013,31,660312,23
1944623,2/18/2013,34,660312,7
1948084,2/18/2013,39,660312,16
1948087,2/18/2013,39,660321,39
1969624,2/19/2013,9,660312,18
1969626,2/19/2013,9,660321,4
1971177,2/19/2013,11,660312,37
1971181,2/19/2013,11,660321,6
1976189,2/19/2013,18,660312,20
1976193,2/19/2013,18,660321,14
1980228,2/19/2013,26,660312,35
1981856,2/19/2013,28,660312,20
1983285,2/19/2013,31,660312,16
1985383,2/19/2013,34,660312,10
1985387,2/19/2013,34,660321,28
1988725,2/19/2013,39,660312,12
1988728,2/19/2013,39,660321,40
2010356,2/20/2013,9,660312,19
2010360,2/20/2013,9,660321,2
2011947,2/20/2013,11,660312,48
2011951,2/20/2013,11,660321,8
2016900,2/20/2013,18,660312,12
2016904,2/20/2013,18,660321,12
2021108,2/20/2013,26,660312,30
2022809,2/20/2013,28,660312,25
2024171,2/20/2013,31,660312,20
2026209,2/20/2013,34,660312,1
2026213,2/20/2013,34,660321,6
2029679,2/20/2013,39,660312,12
2029682,2/20/2013,39,660321,38
2051052,2/21/2013,9,660312,19
2051056,2/21/2013,9,660321,6
2052606,2/21/2013,11,660312,30
2057517,2/21/2013,18,660312,20
2057521,2/21/2013,18,660321,12
2061638,2/21/2013,26,660312,23
2063230,2/21/2013,28,660312,10
2064626,2/21/2013,31,660312,18
2066728,2/21/2013,34,660321,7
2070134,2/21/2013,39,660312,18
2070137,2/21/2013,39,660321,23
2091289,2/22/2013,9,660312,18
2091293,2/22/2013,9,660321,2
2092790,2/22/2013,11,660312,49
2092794,2/22/2013,11,660321,6
2097642,2/22/2013,18,660312,12
2097646,2/22/2013,18,660321,5
2101818,2/22/2013,26,660312,24
2103401,2/22/2013,28,660312,27
2104736,2/22/2013,31,660312,13
2106762,2/22/2013,34,660312,10
2106765,2/22/2013,34,660321,17
2110256,2/22/2013,39,660312,18
2110259,2/22/2013,39,660321,26
2132379,2/23/2013,9,660312,19
2132383,2/23/2013,9,660321,19
2134061,2/23/2013,11,660312,47
2134064,2/23/2013,11,660321,10
2139412,2/23/2013,18,660312,19
2139416,2/23/2013,18,660321,5
2143990,2/23/2013,26,660312,30
2145860,2/23/2013,28,660312,28
2147392,2/23/2013,31,660312,17
2149554,2/23/2013,34,660312,9
2149558,2/23/2013,34,660321,17
2153294,2/23/2013,39,660312,20
2153297,2/23/2013,39,660321,42
2175822,2/24/2013,9,660312,20
2177501,2/24/2013,11,660312,59
2177505,2/24/2013,11,660321,7
2182778,2/24/2013,18,660312,15
2187083,2/24/2013,26,660312,36
2188979,2/24/2013,28,660312,30
2190527,2/24/2013,31,660312,20
2192709,2/24/2013,34,660312,10
2192712,2/24/2013,34,660321,11
2196326,2/24/2013,39,660312,16
2196329,2/24/2013,39,660321,46
2218718,2/25/2013,9,660312,20
2218722,2/25/2013,9,660321,10
2220289,2/25/2013,11,660312,44
2220293,2/25/2013,11,660321,2
2225323,2/25/2013,18,660312,20
2225327,2/25/2013,18,660321,10
2229529,2/25/2013,26,660312,29
2231180,2/25/2013,28,660312,25
2232571,2/25/2013,31,660312,20
2234695,2/25/2013,34,660312,8
2234699,2/25/2013,34,660321,5
2238131,2/25/2013,39,660312,14
2238134,2/25/2013,39,660321,40
2259632,2/26/2013,9,660312,18
2261198,2/26/2013,11,660312,41
2261201,2/26/2013,11,660321,9
2266220,2/26/2013,18,660312,20
2266223,2/26/2013,18,660321,12
2270217,2/26/2013,26,660312,28
2271873,2/26/2013,28,660312,26
2273258,2/26/2013,31,660312,19
2273261,2/26/2013,31,660321,4
2275330,2/26/2013,34,660312,12
2278761,2/26/2013,39,660312,10
2278764,2/26/2013,39,660321,33
2300267,2/27/2013,9,660312,18
2300271,2/27/2013,9,660321,1
2301797,2/27/2013,11,660312,55
2301801,2/27/2013,11,660321,6
2306675,2/27/2013,18,660312,20
2306678,2/27/2013,18,660321,9
2310870,2/27/2013,26,660312,26
2312518,2/27/2013,28,660312,19
2313857,2/27/2013,31,660312,12
2315871,2/27/2013,34,660312,20
2319227,2/27/2013,39,660312,9
2319230,2/27/2013,39,660321,17
2340593,2/28/2013,9,660312,19
2340596,2/28/2013,9,660321,13
2342196,2/28/2013,11,660312,40
2342200,2/28/2013,11,660321,3
2347170,2/28/2013,18,660312,21
2347174,2/28/2013,18,660321,9
2351239,2/28/2013,26,660312,24
2352912,2/28/2013,28,660312,24
2354386,2/28/2013,31,660312,14
2354389,2/28/2013,31,660321,3
2356530,2/28/2013,34,660312,10
2359974,2/28/2013,39,660312,17
2359977,2/28/2013,39,660321,40
2381973,3/1/2013,9,660312,18
2381976,3/1/2013,9,660321,8
2383600,3/1/2013,11,660312,50
2383603,3/1/2013,11,660321,10
2388804,3/1/2013,18,660312,20
2388808,3/1/2013,18,660321,9
2393341,3/1/2013,26,660312,23
2395160,3/1/2013,28,660312,29
2396651,3/1/2013,31,660312,19
2396654,3/1/2013,31,660321,4
2398891,3/1/2013,34,660312,18
2398894,3/1/2013,34,660321,31
2402572,3/1/2013,39,660312,14
2402575,3/1/2013,39,660321,44
2425664,3/2/2013,9,660312,35
2425668,3/2/2013,9,660321,13
2427496,3/2/2013,11,660312,68
2427500,3/2/2013,11,660321,9
2433161,3/2/2013,18,660312,20
2433165,3/2/2013,18,660321,12
2437964,3/2/2013,26,660312,31
2439866,3/2/2013,28,660312,37
2441461,3/2/2013,31,660312,22
2443797,3/2/2013,34,660312,16
2443801,3/2/2013,34,660321,35
2447823,3/2/2013,39,660312,16
2447826,3/2/2013,39,660321,8
2471094,3/3/2013,9,660312,20
2471098,3/3/2013,9,660321,24
2472862,3/3/2013,11,660312,53
2472866,3/3/2013,11,660321,10
2478272,3/3/2013,18,660312,19
2478276,3/3/2013,18,660321,13
2482793,3/3/2013,26,660312,49
2484812,3/3/2013,28,660312,55
2486394,3/3/2013,31,660312,21
2488715,3/3/2013,34,660312,12
2488719,3/3/2013,34,660321,10
2492551,3/3/2013,39,660312,20
2492554,3/3/2013,39,660321,40
2515556,3/4/2013,9,660312,20
2515560,3/4/2013,9,660321,20
2517252,3/4/2013,11,660312,45
2517256,3/4/2013,11,660321,5
2522517,3/4/2013,18,660312,17
2522521,3/4/2013,18,660321,14
2526862,3/4/2013,26,660312,23
2528633,3/4/2013,28,660312,24
2530038,3/4/2013,31,660312,25
2530042,3/4/2013,31,660321,10
2532195,3/4/2013,34,660312,13
2532198,3/4/2013,34,660321,41
2535858,3/4/2013,39,660312,16
2535861,3/4/2013,39,660321,29
2557933,3/5/2013,9,660312,19
2557937,3/5/2013,9,660321,23
